lr_path,caption
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_089_20231105.png,a satellite image of a field in a farmland in the u.s
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_089_20231120.png,a satellite image showing a rural farmland in central india
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_089_20231205.png,the satellite image was taken at a distance of 0 5 miles from the bhatluta village in tamilnadu
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_089_20231208.png,satellite image of the southwestern hemisphere
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_089_20231210.png,"satellite image of a bharatpur city in telangana state, india january 2014"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_089_20231220.png,"satellite images show a field of wheat, rice, and other crops and a river running through the middle of the image"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20210228.png,the satellite image shows a green field with trees and a grassy area on the right side of the image
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20210407.png,satellite image showing a farm with field and buildings
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20210419.png,satellite image of a desert area showing a large area of green grass and tall buildings
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20210517.png,satellite image of a farmland with sheep and cattle in the background
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20210527.png,a satellite image of a farm with fields and buildings
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20210623.png,an aerial satellite image of a field of wheat crops in a rural area
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20210701.png,satellite view of the utah valley utah valley utah valley satellite view
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20211006.png,a satellite image of a rural area with trees and farms
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20211011.png,"it contains green pastures, a farm and a grain field"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20211014.png,an aerial view of a small farm with a few chickens and a few cows
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20211016.png,satellite image of a farm field
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20211029.png,a satellite image of a farm landslide
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20211031.png,an image showing the landscape of the sand dunes of a desert in the country of guatemala
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20211105.png,"satellite image of agricultural crops, land, and land in this image taken from the air"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20211108.png,satellite view of an area with crops and pastures
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20211110.png,"a satellite image of a farm showing a field, trees, and buildings"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20211115.png,an aerial view of a large farm
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20211118.png,the satellite image shows a large area of farmland
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20211125.png,satellite image of an area populated with farming land
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20220211.png,it shows the earth's surface with a green area in the middle
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20220213.png,"a satellite image of a small farm in a green field with wheat and corn crops, and a grassy field with a small pond in the middle"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20220221.png,a satellite image of a rural area of a large city showcasing the size and shape of the area in terms of land and sky
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20220310.png,"this satellite image shows a farm field, a house and a field in the middle of the field"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20220318.png,image from satellite data
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20220320.png,"it shows the land surface, including the land surface of the earth and the surrounding airspace,"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20220323.png,a satellite image of a farm field
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20220330.png,a satellite image of a farm field with buildings and trees
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20220407.png,satellite image of an area with a red field surrounded by a red rectangle
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20220424.png,a satellite image of a large agricultural field and its surrounding countryside
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20220427.png,image from the aero satellite css image
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20220502.png,a satellite image shows the southwestern side of a city
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20220514.png,satellite image of land area in california
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20220519.png,satellite image of a farm field with a small shack and a few other structures
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20220601.png,a satellite image of a rural area showing a rural area and some populated areas
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20220606.png,a satellite image of a crop field showing the land area and its crops
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20221016.png,"satellite image of green fields, with a few red and white shacks"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20221024.png,satellite image of the city of kansas city in a county in central missouri
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20221026.png,"a satellite image of a crop field in saratoga county, new york"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20221029.png,a satellite image of the land surface shows the southwestern part of the u s saxony peninsula
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20221123.png,satellite image of sabkha land area a satellite image of sabkha land area a satellite image of sabkha land area a satellite image of sabkha land area a satellite image of sabkha land area a satellite image of sabkha land area a satellite image of sabkha land area a satellite image
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20221130.png,a satellite image of a southwestern saskatchewan farm area surrounded by acres of pasture land
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20221218.png,image courtesy of nasa and the samuel johnson foundation
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20230122.png,satellite photo of green crops and field
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20230226.png,"if a green field with grass is shown, the green area is in the field and the field is not in the field"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20230305.png,aerial satellite image of swathes of california
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20230310.png,"satellite image of a rural area, with a road between buildings, and a city with several buildings, a city with some buildings, and several buildings"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20230412.png,a satellite image of an area with a grid of roads
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20230417.png,satellite image of field with crops and field boundaries and small houses
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20231004.png,it shows a view of a green field with several rows of trees
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20231006.png,"a satellite image of the area shows a large area of grassy prairie, large hills, and several small streams and creeks"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20231011.png,a satellite image shows a wheat field and a green pasture
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20231019.png,"satellite image of wheat fields in the corn-irrigated swedish valley, california"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20231024.png,a satellite image of a farm field and some green grass
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20231026.png,an image of a farm showing a field full of green crops
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20231029.png,ir satellite image of a farm land using a high resolution satellite image
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20231031.png,satellite images of agricultural land cover cropland
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20231105.png,a satellite image of a farm or field showing an area surrounded by fields and grasslands
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20231120.png,this satellite image shows the view of a rural farmland with farmland and green fields
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20231205.png,a satellite image of green fields
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20231208.png,a satellite image of a farm field in the california countryside
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20231210.png,the image shows the fields and farmland
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_090_20231220.png,a satellite image of a savanna field of corn and wheat
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_091_20210228.png,"in this image, a satellite image shows a city and country in the middle of the image"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_091_20210407.png,it is a satellite image of a city in a large area
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_091_20210419.png,a satellite image of the earth's surface shows a flat area with a lot of vegetation and water on its surface
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_091_20210517.png,satellite images of a small city in a desert state
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_091_20210527.png,satellite view of the valley below a village in the middle of a saturday morning satellite image
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_091_20210623.png,"a satellite image of a city, a city, a country, or even the world, showing the image of earth from space, and the city"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_091_20210701.png,the image shows a large farm and a small city
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_091_20211006.png,the satellite image of the land shows a small town and a few farms
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_091_20211011.png,the satellite image of a city from space is a satellite image of a city from space
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_091_20211014.png,"satellite image of a town in cyprus showing a city, a town, and a couple of houses"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_091_20211016.png,a satellite image shows a city and a large area in the sky
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_091_20211029.png,the image shows a small village on the edge of a mountain range
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_091_20211031.png,satellite imagery of a village from the air
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_091_20211105.png,a satellite image shows a valley surrounded by trees in the middle of a country
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_091_20211108.png,"a satellite image of a farm with a few buildings and fields, viewed from space"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_091_20211110.png,"syria, syria, cairo and libya"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_091_20211115.png,a satellite image shows a small town with a few houses on the horizon
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_091_20211118.png,satellite image of a city and its surrounding area
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_091_20211125.png,"a small village with a few houses, a village, and a city"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_091_20220211.png,a satellite image shows the city of san antonio tucumán and its surrounding countryside
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_091_20220213.png,a satellite image of the countryside with a rural village and its surrounding area
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_091_20220221.png,it shows a city and countryside and several towns in the distance
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_091_20220310.png,"satellite images reveal the city of tucson in a large, flat landscape"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_091_20220318.png,"a satellite image of the city guanajuato, venezuela"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_091_20220320.png,a satellite image shows a populated area and a small village on the horizon
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_091_20220323.png,satellite image of a city from space
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_091_20220330.png,"a satellite image of the city of dhanbad, pakistan, taken from space and a satellite image of the city of ahmedabad, pakistan"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_091_20220407.png,satellite image of the city of cairo in syria
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_091_20220424.png,"a satellite image shows the area of a city, including its buildings and streets, but also the countryside"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_091_20220427.png,satellite image of the agricultural landscape of sandia
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_091_20220502.png,a satellite image shows a populated area with buildings in the distance
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_091_20220514.png,"a satellite image of the town of santa rosa, california,"
